,USER_ID,date,call_duration,db_value_mean,db_value_max,db_value_min,lux_value_mean,lux_value_max,lux_value_min,msg_num,pic_num,sleep_duration,step_count,daily_score,weekly_score,label
406,23101929,20231015,,,,,,,,,12.0,,,,,0
407,23101929,20231016,,,,,,,,,6.0,,,,,0
408,23101929,20231018,,,,,,,,,8.0,540.0,,,,0
409,23101929,20231019,,,,,,,,,9.0,480.0,,,,0
410,23101930,20231017,,,,,,,,,1.0,,,,,0
411,23101930,20231019,,,,,,,,,1.0,,,,,0
412,23101931,20231016,,,,,,,,,3.0,,,,,0
413,23101931,20231017,,,,,,,,,8.0,,,,,0
414,23101931,20231018,,,,,,,,,1.0,,,,,0
415,23101931,20231019,,,,,,,,,12.0,,,,,0
416,23102002,20231014,,,,,,,,,4.0,,,,,0
417,23102002,20231015,,,,,,,,,15.0,,,,,0
418,23102002,20231016,,,,,,,,,2.0,,,,,0
419,23102002,20231017,,,,,,,,,14.0,,,,,0
420,23102002,20231019,,,,,,,,,8.0,,,,,0
421,23102003,20231016,,,,,,,,,7.0,,,,,0
422,23102003,20231017,,,,,,,,,1.0,,,,,0
423,23102004,20231017,,,,,,,,,2.0,,,,,1
424,23102005,20231014,,,,,,,,,1.0,,,,,1
425,23102005,20231015,,,,,,,,,2.0,,,,,1
426,23102005,20231017,,,,,,,,,1.0,,,,,1
427,23102005,20231018,,,,,,,,,1.0,,,,,1
428,23102005,20231019,,,,,,,,,5.0,,,,,1
429,23102008,20231015,,,,,,,,,2.0,,,,,2
430,23102008,20231017,,,,,,,,,1.0,,,,,2
431,23102010,20231014,,,,,,,,,3.0,,,,,2
432,23102010,20231021,,,,,,,,,1.0,,,,,2
433,23102012,20231013,,,,,,,,,47.0,,,,,2
434,23102012,20231014,,,,,,,,,5.0,,,,,2
435,23102012,20231015,,,,,,,,,2.0,,,,,2
436,23102012,20231016,,,,,,,,,7.0,,,,,2
437,23102013,20231014,,,,,,,,,1.0,,,,,0
438,23102014,20231013,,,,,,,,,16.0,,,,,0
439,23102014,20231014,,,,,,,,,5.0,,,,,0
440,23102014,20231016,,,,,,,,,6.0,,,,,0
441,23102014,20231017,,,,,,,,,2.0,,,,,0
442,23102014,20231018,,,,,,,,,7.0,,,,,0
443,23102014,20231019,,,,,,,,,2.0,,,,,0
444,23102015,20231014,,,,,,,,,6.0,,,,,0
445,23102015,20231015,,,,,,,,,11.0,,,,,0
446,23102015,20231019,,,,,,,,,11.0,,,,,0
447,23102016,20231013,,,,,,,,,2.0,,,,,0
448,23102016,20231014,,,,,,,,,12.0,,,,,0
449,23102016,20231018,,,,,,,,,4.0,,,,,0
450,23102016,20231019,,,,,,,,,4.0,,,,,0
451,23102017,20231013,,,,,,,,,1.0,,,,,0
452,23102017,20231015,,,,,,,,,1.0,,,,,0
453,23102017,20231018,,,,,,,,,1.0,,,,,0
454,23102018,20231019,,,,,,,,,1.0,,,,,0
455,23102102,20231020,,,,,,,,,1.0,,,,,0
456,23102104,20231015,,,,,,,,,3.0,,,,,0
457,23102104,20231016,,,,,,,,,1.0,,,,,0
458,23102104,20231017,,,,,,,,,2.0,,,,,0
459,23102104,20231020,,,,,,,,,4.0,,,,,0
460,23102105,20231014,,,,,,,,,3.0,,,,,0
461,23102105,20231016,,,,,,,,,3.0,,,,,0
462,23102105,20231017,,,,,,,,,1.0,,,,,0
463,23102105,20231018,,,,,,,,,1.0,,,,,0
464,23102105,20231019,,,,,,,,,2.0,,,,,0
465,23102105,20231020,,,,,,,,,5.0,,,,,0
466,23102106,20231014,,,,,,,,,16.0,,,,,0
467,23102106,20231015,,,,,,,,,14.0,,,,,0
468,23102106,20231016,,,,,,,,,3.0,,,,,0
469,23102106,20231017,,,,,,,,,10.0,,,,,0
470,23102106,20231018,,,,,,,,,9.0,,,,,0
471,23102106,20231020,,,,,,,,,23.0,,,,,0
472,23102108,20231014,,,,,,,,,5.0,,,,,0
473,23102108,20231015,,,,,,,,,3.0,,,,,0
474,23102108,20231016,,,,,,,,,2.0,,,,,0
475,23102108,20231017,,,,,,,,,3.0,,,,,0
476,23102108,20231019,,,,,,,,,8.0,,,,,0
477,23102108,20231020,,,,,,,,,6.0,,,,,0
478,23102109,20231014,,,,,,,,,47.0,,,,,0
479,23102109,20231015,,,,,,,,,43.0,,,,,0
480,23102109,20231016,,,,,,,,,32.0,,,,,0
481,23102109,20231017,,,,,,,,,49.0,,,,,0
482,23102109,20231018,,,,,,,,,202.0,,,,,0
483,23102109,20231019,,,,,,,,,108.0,,,,,0
484,23102109,20231020,,,,,,,,,47.0,,,,,0
485,23102110,20231019,,,,,,,,,1.0,,,,,0
486,23102110,20231020,,,,,,,,,7.0,,,,,0
487,23102111,20231015,,,,,,,,,6.0,,7552.0,,,0
488,23102111,20231016,,,,,,,,,8.0,,7745.0,,,0
489,23102111,20231017,,,,,,,,,8.0,,6285.0,,,0
490,23102111,20231018,,,,,,,,,15.0,,12891.0,,,0
491,23102111,20231019,,,,,,,,,4.0,,10236.0,,,0
492,23102111,20231020,,,,,,,,,3.0,,5679.0,,,0
493,23102202,20231017,,,,,,,,,1.0,,,,,0
494,23102202,20231018,,,,,,,,,3.0,,,,,0
495,23102203,20231015,,,,,,,,,1.0,,,,,0
496,23102203,20231016,,,,,,,,,1.0,,,,,0
497,23102203,20231017,,,,,,,,,1.0,,,,,0
498,23102203,20231019,,,,,,,,,6.0,,,,,0
499,231019278,20231013,,,,,,,,,2.0,,,,,0
500,231019278,20231014,,,,,,,,,2.0,,,,,0
501,231019278,20231015,,,,,,,,,10.0,,,,,0
502,231019278,20231016,,,,,,,,,5.0,,,,,0
503,231019278,20231017,,,,,,,,,2.0,,,,,0
504,4te3900 ,20231013,,,,,,,,,1.0,,,,,0
505,4te3900 ,20231017,,,,,,,,,1.0,,,,,0
506,efusilver,20231006,,,,,,,,,4.0,,,,,0
507,efusilver,20231007,,,,,,,,,1.0,,,,,0
508,efusilver,20231009,,,,,,,,,2.0,,,,,0
509,efusilver,20231014,,,,,,,,,18.0,,,,,0
510,efusilver,20231018,,,,,,,,,4.0,,,,,0
511,imamy0627,20231006,,,,,,,,,20.0,,,,,0
512,imamy0627,20231008,,,,,,,,,20.0,,,,,0
513,jiun123,20231014,,,,,,,,,6.0,,,,,0
514,jiun123,20231015,,,,,,,,,11.0,,,,,0
515,jiun123,20231019,,,,,,,,,11.0,,,,,0
516,ymshin,20231005,,,,,,,,,12.0,,,,,0
517,ymshin,20231007,,,,,,,,,23.0,,7894.0,,,0
518,ymshin,20231009,,,,,,,,,43.0,,11425.0,,,0
519,ymshin,20231010,,,,,,,,,18.0,540.0,10266.0,,,0
520,ymshin,20231014,,,,,,,,,27.0,,8852.0,,,0
521,ymshin,20231015,,,,,,,,,27.0,,4428.0,,,0
522,ymshin,20231021,,,,,,,,,14.0,612.0,9017.0,,,0
523,동국홍준기,20231013,,,,,,,,,2.0,,,,,0
524,동국홍준기,20231015,,,,,,,,,109.0,,,,,0
525,동국홍준기,20231016,,,,,,,,,2.0,,,,,0
526,동국홍준기,20231017,,,,,,,,,5.0,,,,,0
527,동국홍준기,20231019,,,,,,,,,4.0,,,,,0
528,23101801,20231019,,,,,,,,,,364.0,,,,0
529,23102008,20231019,,,,,,,,,,466.0,,,,2
530,23101903,20231014,,,,,,,,,,,538.0,,,0
531,23101903,20231016,,,,,,,,,,,621.0,,,0
532,23101903,20231017,,,,,,,,,,,547.0,,,0
533,23102005,20231022,,,,,,,,,,,121.0,,,1
